"","Time","year","doy","DAVTMP","CLV","CLVD","TRANRF","CRES","CRT","CST","CSTUB","VERND","PHOT","LAI","RESMOB","RAIN","PHEN","LT50","DAYL","TILG2","TILG1","TILV","WAL","WCLM","DAYLGE","RDLVD","HARVFR","DM","RES","LERG","PHENRF","RLEAF","SLA","TILTOT","RGRTV","RDRTIL","GRT","RDRL","VERN","DRAIN","RUNOFF","EVAP","TRAN","LINT","DEBUG","ROOTD","TSIZE","LERV","WCL","HARVFRIN","SLANEW","YIELD","BASAL","GTILV","DTILV","FS"
"1",2011.32923497268,2011,121,17.05,52.9663443891658,10.5932688778332,100,8.39775881790407,80.1678063387679,0,0,0,6.31307204552838,2.14673886188092,1.38208262126947,2.1,0,-4.789,0.435456577999477,0,0,4657,123.186591,40.139,0.4344,0.093175706159642,0,1622.37982082536,0.151368370131161,0.0234022,1,0.125830258302583,0.040530244,4657,0.00965237612983297,0.0003427,0.114639100175522,0.016526565,0,0,0,0.698143195083727,1.24241156437605,0.841886706513302,2.32356192432181,0.275257091980242,0.0113734903133274,0.00954618,36.2840091627542,0,0.0363617658952,0,92.39,44.9511156366321,1.5959539,0.107602047199092
"2",2011.33196721311,2011,122,11.95,55.3476810109826,10.481585302962,100,9.31670693486876,80.0235835922755,0,0,0,5.15748400147247,2.22967958210658,1.66546655754197,4.9,0,-4.789,0.433988866260253,0,0,4700.35516173663,122.76514575946,40.0016766892994,0.4344,0.0886418065166268,0,1695.79025812604,0.15922008648498,0.0139978,1,0.0881918819188192,0.0402849684282914,4700.35516173663,0.00668176162962908,0.0003427,0.753385046221762,0.011583135,0,2.74529232447499,0,0.426879411702915,0.702710885898058,0.852920168858337,2.41468854953527,0.275221893073332,0.0117752125332021,0.00536622,36.1565721035669,0,0.0355006182512136,0,92.3381850854308,31.4066527653208,1.61081171392714,0.100100015732857
"3",2011.33469945355,2011,123,10.8,56.59913649393,10.1935783076365,100,9.90109489113289,80.5185724870778,0,0,0,5.40933159079874,2.27103978018804,1.85585385834149,0,0,-5.12686394272,0.432534685906899,0,0,4730.15100278803,123.186591,40.139,0.4344,0.0791686981007475,0,1731.80992342424,0.164438770231118,0.0118772,1,0.0797047970479705,0.04012498990036,4730.15100278803,0.00605052520265019,0.0003427,1.2706009552094,0.01046844,0,0,0,0.72839939386144,1.76460060613856,0.858204760966915,2.46078513564228,0.275411631296265,0.0119656088062663,0.00442368,36.3028363718999,0,0.0349192987007696,0,92.2892351426402,28.61989785471,1.62102274865546,0.0965094808748453
"4",2011.33743169399,2011,124,14.8,57.6027994858059,9.97907064847141,100,10.2392235768219,81.5291789717265,0,0,0.27681984,5.8359590401332,2.30300259167888,1.95519341207153,0,0,-5.58584448759554,0.43109458583592,0,0,4757.14987789408,120.693591,39.3266832844575,0.4344,0.08317422795071,0,1757.79992573782,0.166649385931507,0.0192532,1,0.109225092250923,0.0399807407319911,4757.14987789408,0.00818901867714444,0.0003427,0.687951051036,0.01434564,0,0,0,0.496077304273151,1.25990551619396,0.862188211203959,2.49668225499866,0.275776512017381,0.0121086787182131,0.00770208,35.6173513761881,0,0.0346708585593014,0,92.2425185290593,38.95638920005,1.6302752631543,0.0938038770706476
"5",2011.34016393443,2011,125,13.8,59.5914321498878,9.97541817603476,100,10.4704902337016,81.9538723038627,0,0,0.27681984,5.78037175052956,2.3675623775485,1.97274440510263,0,0,-5.54676364493629,0.42966912736831,0,0,4794.47599183098,118.937608179533,38.754515535853,0.4344,0.0725563511648236,0,1807.69226308526,0.165043861935997,0.0174092,1,0.101845018450185,0.0397299123738707,4794.47599183098,0.00713342725218135,0.0003427,0.815394266250842,0.01337634,0,0,0,0.498449296788707,1.35138379324741,0.869757728827854,2.56784950682651,0.275934295194972,0.0124291856401872,0.00688248,35.1217191861258,0,0.0348514262056369,0,92.2001998658585,34.2010457000563,1.64306692240048,0.0886563883377326
"6",2011.34289617486,2011,126,14.45,61.316350455262,10.0487534893623,100,10.7945985617809,82.5046375164444,0,0,0.27681984,5.15993334803947,2.42378952482069,2.0384420562634,0,0,-5.61955031371679,0.428258884041983,0,0,4827.03397060863,117.087775089497,38.1517677059292,0.4344,0.0655601019390732,0,1855.75616281395,0.165312797620461,0.0186078,1,0.106642066420664,0.0395292529125514,4827.03397060863,0.00712448328499423,0.0003427,0.266266948289144,0.014006385,0,0,0,0.246333009274144,0.70883940688339,0.876020523215742,2.62993101143831,0.276131836601398,0.0127026971072944,0.00741522,34.6025745701345,0,0.0348212283869703,0,92.1617150517998,34.3901228397005,1.65422454172758,0.0843974654780473
"7",2011.3456284153,2011,127,14.8,63.1956068020338,10.2487765975104,100,11.1134862261764,82.504496990193,0,0,0.27681984,5.855847190824,2.48518419170995,2.0960333914532,0,0,-5.61036099704055,0.426864441354105,0,0,4859.7698689066,116.132602673339,37.8405352470965,0.4344,0.0622288968315217,0,1909.93456453317,0.165164548013182,0.0192532,1,0.109225092250923,0.0393252682816233,4859.7698689066,0.00690856651554335,0.0003427,0.58738636586507,0.01434564,0,0,0,0.405596764982614,1.23283624589512,0.882499947744611,2.69755165113544,0.276142097484646,0.0130038270343555,0.00770208,34.3237178396615,0,0.034837877207477,0,92.1273996983119,33.5740433895747,1.66544313407429,0.0799902176987621
"8",2011.34836065574,2011,128,15.45,65.1509444959424,10.5175879607381,100,11.4504446417409,82.8254763352767,0,0,0.27681984,5.62347152720575,2.54923582079602,2.15806526846741,6.5,0,-5.57007775433575,0.425486396451241,0,0,4891.67846916211,114.494169662462,37.3066698150738,0.4344,0.0661304097789335,0,1967.78405952531,0.165081447828092,0.0204518,1,0.114022140221402,0.0391281483410389,4891.67846916211,0.0068160212175065,0.0003427,0.215419171074012,0.014975685,0,0,0,0.290883452665707,0.59527801231438,0.888888431886451,2.76797740529445,0.276258369065792,0.0133187299424245,0.00823482,33.8564491477921,0,0.0348472069907243,0,92.0974216017794,33.3417842350286,1.67637821138185,0.0756440708372973
"9",2011.35109289617,2011,129,15.05,67.2544038626232,10.7977355812322,100,11.8026224729809,82.7734520432641,0,0,0.27681984,3.67777328802919,2.61835867579151,2.2205845183288,65.2,0,-5.53015569557071,0.424125357765372,0,0,4923.34387518575,119.416013846158,38.9103987768517,0.4344,0.083590452365119,0,2029.55754946576,0.16487721516549,0.0197142,1,0.111070110701107,0.0389321520288826,4923.34387518575,0.00624259958016078,0.0003427,0,0.014587965,0,50,0,0.0340656008174795,0,0.895379820302663,2.84381308065229,0.276248619228456,0.013660310059103,0.00790698,35.2989091979655,0,0.0348701286109704,0,92.0721088740099,30.7344644082217,1.68722994602616,0.0712271010388338
"10",2011.35382513661,2011,130,14.8,68.3370913973888,10.8762528691219,100,12.1783278819551,82.5061765666164,0,0,0.27681984,5.44596154635724,2.65212685833712,2.33222209553431,0,0,-5.49321686331669,0.422781944593894,0,0,4952.39110964795,133.870994975177,43.6203958863399,0.4344,0.151626076713245,0,2064.75473630467,0.167003915918815,0.0192532,1,0.109225092250923,0.0388094781926651,4952.39110964795,0.00605180637396549,0.0003427,0.311815477340711,0.01434564,0,9.56640397517725,0,0.2647251665769,0.853274833423101,0.898439811040649,2.88120894630732,0.276166184400444,0.013798807461765,0.00770208,39.5275212996615,0,0.0346308919952384,0,92.0490984083679,29.9709120837375,1.69718443327635,0.0691458651328947
